channel,category,name,phone,email_or_form,social,website,source,notes,status
CALL,University counseling,Duke University Counseling & Psychological Services (CAPS),919-660-1000,form,,https://students.duke.edu/wellness/caps/,https://students.duke.edu/wellness/caps/,,to-do
CALL,University counseling,Boston University Student Health Services Behavioral Medicine,617-353-3569,form,,https://www.bu.edu/shs/behavioral-medicine/,https://www.bu.edu/shs/behavioral-medicine/services-we-provide/,,to-do
CALL,University counseling,Northeastern University University Health and Counseling Services,617-373-2772,form,,https://uhcs.northeastern.edu/,https://uhcs.northeastern.edu/services/mental-health-visits-at-uhcs/,,to-do
CALL,University counseling,University of Maryland Counseling Center,301-314-7651,form,,https://counseling.umd.edu/,https://counseling.umd.edu/aboutus/hours-contact-info,,to-do
CALL,University counseling,Texas A&M University Counseling & Psychological Services (CAPS),979-845-4427,form,,https://caps.tamu.edu/,https://caps.tamu.edu/about/contact/,,to-do
CALL,University counseling,USC Student Health Counseling and Mental Health,213-740-9355,studenthealth@usc.edu,,https://studenthealth.usc.edu/mental-health-and-well-being/,https://studenthealth.usc.edu/mental-health-and-well-being/,,to-do
CALL,University counseling,UC Berkeley Counseling and Psychological Services (CAPS),510-642-9494,form,,https://uhs.berkeley.edu/caps,https://uhs.berkeley.edu/caps,,to-do
CALL,University counseling,UC San Diego Counseling and Psychological Services (CAPS),858-534-3755,form,,https://caps.ucsd.edu/,https://caps.ucsd.edu/about/contact.html,,to-do
CALL,University counseling,University of Colorado Boulder Counseling and Psychiatric Services (CAPS),303-492-2277,form,,https://www.colorado.edu/counseling/,https://www.colorado.edu/counseling/hours-and-contact,,to-do
CALL,University counseling,University of Oregon Counseling Services,541-346-3227,form,,https://counseling.uoregon.edu/,https://counseling.uoregon.edu/crisis-support,,to-do
CALL,University counseling,University of Arizona Counseling & Psych Services (CAPS),520-621-3334,form,,https://caps.arizona.edu/,https://caps.arizona.edu/appointments,,to-do
CALL,University counseling,University of Virginia Counseling and Psychological Services (CAPS),434-243-5150,form,,https://studenthealth.virginia.edu/counseling-psychological-services-caps,https://studenthealth.virginia.edu/counseling-psychological-services-caps,,to-do
CALL,University counseling,Cornell University Counseling & Psychological Services (CAPS),607-255-5155,form,,https://health.cornell.edu/services/mental-health-care,https://health.cornell.edu/services/mental-health-care,,to-do
CALL,University counseling,University of Pittsburgh University Counseling Center,412-648-7930,form,,https://www.studentaffairs.pitt.edu/counseling/,https://www.studentaffairs.pitt.edu/counseling/services,,to-do
CALL,University counseling,University of Iowa University Counseling Service,319-335-7294,form,,https://counseling.uiowa.edu/,https://counseling.uiowa.edu/about-us/contact-and-locations,,to-do
CALL,University counseling,Iowa State University Student Counseling Services,515-294-5056,form,,https://www.counseling.iastate.edu/,https://www.counseling.iastate.edu/about-us/contact-information/,,to-do
CALL,University counseling,Florida State University Counseling & Psychological Services,850-644-8255,form,,https://counseling.fsu.edu/,https://counseling.fsu.edu/contact,,to-do
CALL,University counseling,University of Miami Counseling Center,305-284-5511,form,umcounselingcenter,https://counseling.studentaffairs.miami.edu/,https://counseling.studentaffairs.miami.edu/about/contact-us/index.html,,to-do
CALL,University counseling,Vanderbilt University University Counseling Center,615-322-2571,form,,https://www.vanderbilt.edu/ucc/,https://www.vanderbilt.edu/ucc/about-us/contact-information/,,to-do
CALL,University counseling,Emory University Counseling and Psychological Services (CAPS),404-727-7450,caps.info@emory.edu,,https://counseling.emory.edu/,https://counseling.emory.edu/about/contact-us.html,,to-do
CALL,University counseling,Georgetown University Counseling and Psychiatric Services (CAPS),202-687-6985,form,georgetowncaps,https://studenthealth.georgetown.edu/counseling-and-psychiatric-services/,https://studenthealth.georgetown.edu/counseling-and-psychiatric-services/,,to-do
EMAIL,Coach,Vanessa Marie,,form,,https://www.vanessamarielifecoach.com,https://www.vanessamarielifecoach.com/confidence-course,,to-do
EMAIL,Coach,Michelle Woods,,form,,https://woodslifecoaching.com,https://woodslifecoaching.com/about,,to-do
EMAIL,Coach,Suzy Rosenstein,,form,,https://suzyrosenstein.com,https://suzyrosenstein.com/,,to-do
EMAIL,Coach,Kara (Reshape Midlife),,form,,https://www.reshapemidlife.com,https://www.reshapemidlife.com/,,to-do
EMAIL,Coach,Arris Charles (Live Inspired by Purpose),,form,,https://liveinspiredbypurpose.com,https://liveinspiredbypurpose.com/coaching/,,to-do
EMAIL,Coach,Lisa Jeffs,,form,,https://lisajeffs.com,https://lisajeffs.com/confidence-coaching/,,to-do
EMAIL,Coach,Josh Dolin,,form,,https://www.joshdolin.com,https://www.joshdolin.com/self-esteem-coaching,,to-do
DM,Coach,Rosie Milsom,,,@rosie_milsom_coaching,,https://www.instagram.com/rosie_milsom_coaching/,,to-do
EMAIL,Coach,Coach Simona,,contact@coachsimona.com (verify),,https://coachsimona.com,https://coachsimona.com/,,to-do
EMAIL,Coach,Laura Eiman,,form,,https://lauraeiman.com,https://lauraeiman.com/,,to-do
EMAIL,Coach,Emma Ward,,form,,https://www.emma-ward.com,https://www.emma-ward.com/1-1-confidence-coaching,,to-do
EMAIL,Coach,Trish Blackwell,,form,,https://www.trishblackwell.com,https://www.trishblackwell.com/confidence-coaching/,,to-do
EMAIL,Coach,Lucy Baker (She Coaches Confidence),,form,,https://shecoachesconfidence.com,https://shecoachesconfidence.com/,,to-do
EMAIL,Coach,Nicole Everingham,07702 746997 (verify),form,,https://www.nicoleeveringham.com,https://www.nicoleeveringham.com/confidence,,to-do
DM,Coach,Lara Young (Mindset Coach Academy),,,@mindsetcoachacademy,https://mindsetcoachacademy.com,https://www.instagram.com/mindsetcoachacademy/,,to-do
DM,Coach,Rebecca Schocker,,,@realwithrebecca,,https://www.instagram.com/realwithrebecca/,,to-do
DM,Coach,Jackie Ona Cascarano,,,@your_mindset_coach_,,https://www.instagram.com/your_mindset_coach_/,,to-do
DM,Coach,Shruti Chaudhary,,,@shrutichaudhary.official,,https://www.instagram.com/shrutichaudhary.official/,,to-do
DM,Coach,Thibaut (Liberty Coaching),,,@liberty_coaching,,https://www.instagram.com/liberty_coaching/,,to-do
EMAIL,Coach,Roseanna Croft,,form,,https://www.roseannacroft.com,https://www.roseannacroft.com/spiritual-life-coaching,,to-do
EMAIL,Coach,Shana Olmstead,,form,,https://shanaolmstead.com,https://shanaolmstead.com/spiritual-life-coaching/,,to-do
EMAIL,Coach,Soul Guided Coach,,form,,https://soulguidedcoach.com,https://soulguidedcoach.com/,,to-do
EMAIL,Coach,Andrea Belzer,,form,,https://andreabelzer.com,https://andreabelzer.com/spiritual-life-coach/,,to-do
DM,Coach,Nakshatra Agarwal,,careercoachnaksh@gmail.com (verify),@careercoachnaksh,,https://www.instagram.com/careercoachnaksh/,,to-do
DM,Coach,Kendall Berg (That Career Coach),,,@thatcareercoach_,,https://www.instagram.com/thatcareercoach_/,,to-do
EMAIL,Coach,SEEK! Career Coach,,form,,https://www.seekcareercoach.com,https://www.seekcareercoach.com/contact-8,,to-do
EMAIL,Coach,Susie Procini,,form,,https://empoweredfromtheheart.com,https://empoweredfromtheheart.com/,,to-do
EMAIL,Coach,Kim Marie,,form,,https://kimmariecoaching.com,https://kimmariecoaching.com/,,to-do
EMAIL,Coach,Anne McKeown,,form,,https://annemckeown.com,https://annemckeown.com/,,to-do
EMAIL,Coach,Samantha Buck (She The Warrior),,form,,https://www.shethewarrior.net,https://www.shethewarrior.net/,,to-do
EMAIL,Coach,Reece (Practical Intimacy),,form,,https://practicalintimacy.com,https://practicalintimacy.com/masculinity-coach-mens-coaching/,,to-do
EMAIL,Coach,Brandon Archer,,form,,https://brandonarcher.com,https://brandonarcher.com/mensworkcoach/,,to-do
DM,Coach,J. Moreno (Masculinity Mastered),,,@masculinity_mastered,,https://www.instagram.com/masculinity_mastered/,,to-do
EMAIL,Coach,Frank (Life Coaching NY),,form,,https://www.lifecoachingny.com,https://www.lifecoachingny.com/,,to-do
DM,Coach,Jason Schnitzer,,,@jasonschnitzercoaching,,https://www.instagram.com/jasonschnitzercoaching/,,to-do
EMAIL,Coach,Wayne Levine (BetterMen Coaching),,form,,https://bettermencoaching.com,https://bettermencoaching.com/services/relationship-coaching-for-men/,,to-do
EMAIL,Coach,Coach Ken,,form,,https://realcoachken.com,https://realcoachken.com/,,to-do
EMAIL,Coach,Good Guys 2 Great Men,,form,,https://goodguys2greatmen.com,https://goodguys2greatmen.com/mens-relationship-coaching/,,to-do
DM,Coach,Casandra 'Coach Cass' Henriquez,,,@inspiremany,,https://www.instagram.com/inspiremany/,,to-do
DM,Coach,Lauren Fondriest,,,@laurenfondriest,,https://www.instagram.com/laurenfondriest/,,to-do
DM,Coach,Kelsey Wonderlin,,form,@kelseywonderlin,https://coaching.kelseywonderlin.com,https://coaching.kelseywonderlin.com/,,to-do
DM,Coach,Grace Lee,,grace@agoodfirstdate.com (verify),@agoodfirstdate,,https://www.instagram.com/agoodfirstdate/,,to-do
DM,Coach,Camille Virginia,,,@masterofflinedating,,https://www.instagram.com/masterofflinedating/,,to-do
DM,Coach,YONCI,,,@chasingyonci,,https://www.instagram.com/chasingyonci/,,to-do
EMAIL,Coach,Carole Ann Rice (Real Coaching Co),0208 566 2862 (verify),form,,https://www.realcoachingco.com,https://www.realcoachingco.com/book-your-call/,,to-do
EMAIL,Coaching school,Newfield Network,303.449.6117,connect@newfieldnetwork.com (verify),,https://newfieldnetwork.com,https://newfieldnetwork.com/contact/,,to-do
EMAIL,Coaching school,Coach Training EDU (CTEDU),503.360.6700,form,,https://www.coachtrainingedu.com,https://www.coachtrainingedu.com/contact/,,to-do
EMAIL,Coaching school,Hudson Institute of Coaching,805-682-3883,form,,https://hudsoninstitute.com,https://hudsoninstitute.com/contact/,,to-do
EMAIL,Coaching school,International Coach Academy (ICA),,form,,https://internationalcoachacademy.com,https://coachcampus.com/contact/,,to-do
EMAIL,Coaching school,Barefoot Coaching,01332 863641,info@barefootcoaching.co.uk (verify),,https://barefootcoaching.co.uk,https://barefootcoaching.co.uk/contact/,,to-do
EMAIL,Coaching school,Animas Centre for Coaching,+442038266290,info@animascoaching.com (verify),,https://www.animascoaching.com,https://www.animascoaching.com/contact-us/,,to-do
EMAIL,Coaching school,Coach Training Alliance,888-291-3025,Ideas@CoachTrainingAlliance.com (verify),,https://www.coachtrainingalliance.com,https://www.coachtrainingalliance.com/contact/,,to-do
EMAIL,Coaching school,Center for Executive Coaching,941-539-9623,info@centerforexecutivecoaching.com (verify),,https://centerforexecutivecoaching.com,https://centerforexecutivecoaching.com/in-person,,to-do
EMAIL,Coaching school,Wellcoaches School of Coaching,866-932-6224,contact@wellcoaches.com (verify),,https://www.wellcoachesschool.com,https://www.wellcoachesschool.com/contact,,to-do
EMAIL,Coaching school,Coaches Rising,,info@coachesrising.com (verify),,https://www.coachesrising.com,https://www.coachesrising.com/about/,,to-do
EMAIL,Coaching school,New Ventures West,415-221-4618,form,,https://newventureswest.com,https://newventureswest.com/about-us/contact-us/,,to-do
EMAIL,Coaching school,Institute for Life Coach Training (ILCT),888-267-1206,form,,https://www.lifecoachtraining.com,https://www.lifecoachtraining.com/contact,,to-do
EMAIL,Coaching school,Coaching Out of the Box,888-422-6224,form,,https://coachingoutofthebox.com,https://coachingoutofthebox.com/contact-us/,,to-do
EMAIL,Coaching school,Accomplishment Coaching,619-238-3600,ContactUs@accomplishmentcoaching.com (verify),,https://www.accomplishmentcoaching.com,https://www.accomplishmentcoaching.com/contact/,,to-do
EMAIL,Coaching school,Lumia Coaching,,form,,https://www.lumiacoaching.com,https://www.lumiacoaching.com/contact,,to-do
EMAIL,Coaching school,Adler Graduate Professional School (Professional Coaching),416-923-4419,info@adler.ca (verify),,https://adler.ca,https://adler.ca/professional-coaching/,,to-do
EMAIL,Coaching school,College of Executive Coaching,,form,,https://www.executivecoachcollege.com,https://www.executivecoachcollege.com/contact/,,to-do
EMAIL,Coaching school,Certified Life Coach Institute,,form,,https://certifiedlifecoachinstitute.com,https://www.psychologytoday.com/us/therapists/certified-life-coach-institute-colorado-springs-co/241837,,to-do
EMAIL,School counselor assoc,Michigan School Counselor Association,(269) 330-8343 (verify),msca1964@gmail.com (verify),,michiganschoolcounselor.org,https://www.michiganschoolcounselor.org/,,to-do
EMAIL,School counselor assoc,Washington School Counselor Association,(253) 445-0541 (verify),form,,waschoolcounselor.org,https://waschoolcounselor.org/contact,,to-do
EMAIL,School counselor assoc,North Carolina School Counselor Association,(919) 645-5730 (verify),manager@ncschoolcounselor.org (verify),,ncschoolcounselor.org,https://www.ncschoolcounselor.org/,,to-do
EMAIL,School counselor assoc,Virginia School Counselor Association,,form,,vsca.org,https://www.vsca.org/page-18202,,to-do
EMAIL,School counselor assoc,Wisconsin School Counselor Association,(608) 204-9825 (verify),admin@wscaweb.org (verify),,wscaweb.org,https://www.wscaweb.org/contact/,,to-do
EMAIL,School counselor assoc,Minnesota School Counselors Association,(612) 428-3203 (verify),form,,mnschoolcounselors.org,https://www.mnschoolcounselors.org/,,to-do
EMAIL,School counselor assoc,Arizona School Counselors Association,(623) 249-3406 (verify),business.manager@azsca.org (verify),,azsca.org,https://www.azsca.org/i4a/pages/index.cfm?pageid=3291,,to-do
EMAIL,School counselor assoc,Colorado School Counselor Association,(720) 505-2711 (verify),form,,coloradoschoolcounselor.org,https://www.coloradoschoolcounselor.org/about-us,,to-do
EMAIL,School counselor assoc,Indiana School Counselor Association,(317) 941-6125 (verify),form,,indianaschoolcounselor.org,https://www.indianaschoolcounselor.org/,,to-do
EMAIL,School counselor assoc,Missouri School Counselor Association,573-635-9109 (verify),msca@c2cpro.solutions (verify),,moschoolcounselor.org,https://www.moschoolcounselor.org/contact,,to-do
EMAIL,School counselor assoc,New Jersey School Counselors Association,,jimlukach@msn.com (verify),,njsca.org,https://www.njsca.org/about-the-njsca,,to-do
EMAIL,School counselor assoc,Massachusetts School Counselors Association,(413) 267-4589 (verify),form,,masca.wildapricot.org,https://masca.wildapricot.org/,,to-do
EMAIL,School counselor assoc,Maryland School Counselor Association,(301) 725-0200 (verify),president@mscaonline.org (verify),,mscaonline.org,http://www.mscaonline.org/contact,,to-do
EMAIL,School counselor assoc,Tennessee School Counselor Association,,TSCAconnects@gmail.com (verify),,tennesseeschoolcounselor.org,https://tennesseeschoolcounselor.org/Contact,,to-do
EMAIL,School counselor assoc,Palmetto State School Counselor Association,,pssca.sc@gmail.com (verify),,psschoolcounselor.org,https://www.psschoolcounselor.org/Membership,,to-do
EMAIL,School counselor assoc,Oregon School Counselor Association,,info@oscainc.org (verify),,oscainc.org,https://www.oscainc.org/site/about,,to-do
EMAIL,School counselor assoc,Kentucky School Counselor Association,,kscamemberships@gmail.com (verify),,kyschoolcounselor.org,https://www.kyschoolcounselor.org/,,to-do
EMAIL,School counselor assoc,Louisiana School Counselor Association,(985) 632-2569 (verify),form,,louisianaschoolcounselor.com,https://www.louisianaschoolcounselor.com/home,,to-do
EMAIL,School counselor assoc,Alabama School Counselor Association,,form,,alabamaschoolcounselors.org,https://alabamaschoolcounselors.org/,,to-do
EMAIL,School counselor assoc,Oklahoma School Counselor Association,(405) 871-5880 (verify),oksca.membership@gmail.com (verify),,okschoolcounselor.org,https://okschoolcounselor.org/Contact,,to-do
EMAIL,School counselor assoc,Iowa School Counselors Association,,info@iaschoolcounselor.org (verify),,iaschoolcounselor.org,https://iaschoolcounselor.org/contact,,to-do
EMAIL,School counselor assoc,Kansas School Counselor Association,,info@kansasschoolcounselor.org (verify),,kansasschoolcounselor.org,https://kansasschoolcounselor.org/Contact,,to-do
EMAIL,School counselor assoc,Nebraska School Counselor Association,(402) 471-2244 (verify),form,,neschoolcounselor.org,https://neschoolcounselor.org/,,to-do
EMAIL,School counselor assoc,Nevada School Counselor Association,(775) 501-8200 (verify),membership1@nvsca.org (verify),,nvsca.org,https://nvsca.org/Governance,,to-do
EMAIL,School counselor assoc,Connecticut School Counselor Association,(203) 699-6320 (verify),execdirectorCSCA@gmail.com (verify),,csca.wildapricot.org,https://csca.wildapricot.org/contactCSCA,,to-do
EMAIL,School counselor assoc,Utah School Counselor Association,,admin@utschoolcounselor.org (verify),,utschoolcounselor.org,https://www.utschoolcounselor.org/,,to-do
EMAIL,School counselor assoc,New Mexico School Counselor Association,,outreach@nmschoolcounselor.org (verify),,nmschoolcounselor.org,https://www.nmschoolcounselor.org/,,to-do
EMAIL,School counselor assoc,Idaho School Counselor Association,,idahoschoolcounselorleadership@gmail.com (verify),,idahoschoolcounselor.org,https://www.idahoschoolcounselor.org/membership,,to-do
EMAIL,School counselor assoc,Arkansas School Counselor Association,(501) 428-7167 (verify),office@arschoolcounselor.org (verify),,arschoolcounselor.org,https://www.arschoolcounselor.org/contact-us/,,to-do
EMAIL,School counselor assoc,Magnolia State School Counselor Association,,form,,mssca.wildapricot.org,https://mssca.wildapricot.org/,,to-do
EMAIL,Wellness/retreat,Blue Cliff Monastery,845-213-1782,office@bluecliffmonastery.org,,https://www.bluecliffmonastery.org,https://www.bluecliffmonastery.org/contact-us,,to-do
EMAIL,Wellness/retreat,Garrison Institute,845-424-4800,retreats@garrisoninstitute.org,,https://www.garrisoninstitute.org,https://www.garrisoninstitute.org/contact-us/,,to-do
EMAIL,Wellness/retreat,Feathered Pipe Ranch,406-442-8196,office@featheredpipe.com,,https://featheredpipe.com,https://featheredpipe.com/contact-us/,,to-do
EMAIL,Wellness/retreat,Mount Madonna Center,408-847-0406,reception@mountmadonna.org,,https://mountmadonna.org,https://mountmadonna.org/about/contact/,,to-do
EMAIL,Wellness/retreat,Breitenbush Hot Springs,503-854-3320,office@breitenbush.com,,https://breitenbush.com,https://breitenbush.com/connect,,to-do
EMAIL,Wellness/retreat,Southern Dharma Retreat Center,828-622-7112,registrar@southerndharma.org,,https://southerndharma.org,https://southerndharma.org/stay-connected/,,to-do
EMAIL,Wellness/retreat,Vallecitos Mountain Retreat Center,505-469-9017,refuge@vallecitos.org,,https://www.vallecitos.org,https://www.vallecitos.org/contact/,,to-do
EMAIL,Wellness/retreat,Kalani Oceanside Retreat,808-756-9530,form,,https://kalani.com,https://kalani.com/contact/,,to-do
EMAIL,Wellness/retreat,Rancho La Puerta,800-443-7565,form,,https://rancholapuerta.com,https://rancholapuerta.com/find-your-joy-retreat/,,to-do
EMAIL,Wellness/retreat,Sivananda Ashram Yoga Ranch,845-436-6492,yogaranchregistration@sivananda.org,,https://sivanandayogaranch.org,https://sivanandayogaranch.org/contact-us/,,to-do
EMAIL,Wellness/retreat,Ratna Ling Retreat Center,510-809-4995,reservations@ratnaling.org,,https://ratnaling.org,https://ratnaling.org/contact/,,to-do
EMAIL,Wellness/retreat,Sedona Mago Center for Well-being and Retreat,928-204-3391,welcome@sedonamagoretreat.org,,https://sedonamagoretreat.org,https://sedonamagoretreat.org/about/contact-us/,,to-do
EMAIL,Wellness/retreat,Deer Park Monastery,760-291-1003,office@deerparkmonastery.org,,https://deerparkmonastery.org,https://deerparkmonastery.org/visit/register-for-a-retreat/,,to-do
EMAIL,Wellness/retreat,Cloud Mountain Retreat Center,360-274-4859,info@cloudmountain.org,,https://cloudmountain.org,https://cloudmountain.org/contact/,,to-do
EMAIL,Wellness/retreat,Sky Lake Retreat Center,845-658-8556,form,,https://skylake.shambhala.org,https://skylake.shambhala.org/contact/,,to-do
EMAIL,Wellness/retreat,Pema Osel Ling Retreat Center,831-761-6274,events@polmountainretreat.com (verify),,https://www.vajrayana.org,https://www.vajrayana.org/retreat-info/,,to-do
EMAIL,Wellness/retreat,Tassajara Zen Mountain Center,415-865-1899,reservations@sfzc.org,,https://www.sfzc.org/locations/tassajara,https://www.sfzc.org/locations/tassajara/contact-tassajara,,to-do
EMAIL,Wellness/retreat,Zen Mountain Monastery,845-688-2228,registrar@dharma.net,,https://zmm.org,https://zmm.org/contact/,,to-do
EMAIL,Wellness/retreat,Won Dharma Center,518-851-2581,info@wondharmacenter.org,,https://wondharmacenter.org,https://wondharmacenter.org/contact2/,,to-do
EMAIL,Wellness/retreat,Karme Choling,802-633-2384,info@karmecholing.org,,https://www.karmecholing.org,https://www.karmecholing.org/about/contact-us,,to-do
EMAIL,Wellness/retreat,Menla Retreat,845-688-6897,frontdesk@menla.org,,https://menla.org,https://menla.org/contact/,,to-do
EMAIL,Wellness/retreat,Satchidananda Ashram-Yogaville,434-969-3121,form,,https://www.yogaville.org,https://www.yogaville.org/contact/,,to-do
EMAIL,Wellness/retreat,Kadampa Meditation Center New York,845-856-9000,form,,https://www.kadampanewyork.org,https://www.kadampanewyork.org/,,to-do
EMAIL,Podcast,Highest Self Podcast,,pr@iamsahararose.com (verify),,https://iamsahararose.com,https://iamsahararose.com/contact/,,to-do
EMAIL,Podcast,Starzology Podcast,,form,,https://www.starzology.com,https://www.starzology.com/podcast-guest/,,to-do
EMAIL,Podcast,The Astrology of You,,hello@theastrologyofyou.com (verify),,https://theastrologyofyou.com,https://theastrologyofyou.com/podcast/,,to-do
EMAIL,Podcast,Relationship Alive,,neilius@neilsattin.com (verify),,https://www.neilsattin.com,https://www.neilsattin.com/relationshipalive/,,to-do
EMAIL,Podcast,Foreplay Radio - Couples and Sex Therapy,,info@foreplayrst.com (verify),,https://foreplayrst.com,https://podcasts.apple.com/us/podcast/foreplay-radio-couples-and-sex-therapy/id1083324677,,to-do
EMAIL,Podcast,The Trauma Therapist,,,,https://www.thetraumatherapistproject.com,https://www.thetraumatherapistproject.com/,,to-do
EMAIL,Podcast,The Anxious Truth,,,,https://theanxioustruth.com,https://theanxioustruth.com/,,to-do
EMAIL,Podcast,Small Things Often (The Gottman Institute),,form,,https://www.gottman.com,https://www.gottman.com/podcast/,,to-do
DM,Wellness studio,Laughing Frog Yoga,(310) 985-4847,,@laughingfrogyoga,laughingfrogyoga.com,https://laughingfrogyoga.com/contact-us/,,to-do
DM,Wellness studio,Kadampa Meditation Center Los Angeles,(323) 486-7074,info@meditateinla.org,@meditateinlosangeles,meditateinla.org,https://meditateinla.org/,,to-do
DM,Wellness studio,Meditation Center of Chicago,,dmcmcc072@gmail.com,@meditationchicago,dmcchicago.org,https://www.dmcchicago.org/contact-us-1,,to-do
DM,Wellness studio,Kadampa Meditation Center Chicago,(312) 767-1898,,@meditateinchicago,,https://www.oprfchamber.org/members/member/kadampa-meditation-center-chicago-6002,,to-do
DM,Wellness studio,Zen Life & Meditation Center,(708) 689-1220,info@zlmc.org,@zenlifemc,zlmc.org,https://www.zlmc.org/contact,,to-do
DM,Wellness studio,Yoga Flow SF,(415) 466-6576,ocean@yogaflowsf.com,@yogaflowsf,yogaflowsf.com,https://yogaflowsf.com/contact/,,to-do
DM,Wellness studio,Blissful Monkey Yoga,617-971-8608,,@blissfulmonkeyyoga,blissfulmonkey.com,https://www.blissfulmonkey.com/contact-us,,to-do
DM,Wellness studio,Halea Yoga,(206) 402-6772,info@haleayoga.com,@haleayoga,haleayoga.com,https://haleayoga.com/,,to-do
DM,Wellness studio,Bohemian Studios,(406) 298-2084 (verify),,@bohemianstudios,,https://www.instagram.com/bohemianstudios/,,to-do
DM,Wellness studio,Denver - Yoga Social,720-464-7718,info@yogasocial.org,@denveryogasocial,yogasocial.org,https://www.yogasocial.org/,,to-do
DM,Wellness studio,The Yoga Studio Atlanta,678-941-9667,,@theyogastudioatlanta,theyogastudioatlanta.com,https://www.theyogastudioatlanta.com/,,to-do
DM,Wellness studio,Yoga District,(202) 265-9642,,@yogadistrict,yogadistrict.com,https://www.yogadistrict.com/,,to-do
DM,Wellness studio,Flow Yoga Center,(202) 462-3569,happiness@flowyogacenter.com,@flowyogacenter,flowyogacenter.com,https://www.flowyogacenter.com/contact,,to-do
DM,Wellness studio,Hot Yoga Sutra,(267) 244-6655,info@hotyogasutra.com,@hotyogasutraphiladelphia,hotyogasutra.com,https://hotyogasutra.com/contact/,,to-do
DM,Wellness studio,Synergy Yoga Center,(305) 538-7073,info@synergyyoga.org,@synergyyoga,synergyyoga.org,https://synergyyoga.org/,,to-do
DM,Wellness studio,Wynwood Yoga,(786) 558-9390 (verify),,@wynwood_yoga,,https://breathemiami.us/top-15-best-yoga-studios-in-miami/,,to-do
DM,Wellness studio,Nashville Yoga Co,(615) 928-7424,,@nashyogaco,nashvilleyogaco.com,https://nashvilleyogaco.com/contactus,,to-do
DM,Wellness studio,Hola Yoga,615-964-7295,,@holayogastudio,holayogastudio.com,https://holayogastudio.com/,,to-do
DM,Creator,Sara Kuburic,,,@millennial.therapist,,https://www.instagram.com/millennial.therapist/,Instagram · Existential therapy / self-awareness · Mega (1M+),to-do
DM,Creator,Whitney Goodman,,,@sitwithwhit,,https://www.instagram.com/sitwithwhit/,Instagram · Therapy / toxic positivity / boundaries · (verify),to-do
DM,Creator,Sarah Crosby,,,@themindgeek,,https://www.instagram.com/themindgeek/,Instagram · Mental health / personal growth · Large (250k-1M),to-do
DM,Creator,Nawal Mustafa,,,@thebraincoach,,https://www.instagram.com/thebraincoach/,IG/TikTok · Neuropsychology / brain health · Mid (50-250k),to-do
DM,Creator,Britt Piper,,,@healwithbritt,,https://www.instagram.com/healwithbritt/,Instagram · Somatic healing / trauma · Mid (50-250k),to-do
DM,Creator,Irene Lyon,,,@irenelyon,,https://www.instagram.com/irenelyon/,Instagram · Nervous system / somatic trauma · Mid (50-250k),to-do
DM,Creator,Somia International,,,@somiainternational,,https://www.instagram.com/somiainternational/,Instagram · Nervous system / somatic healing · Mid (50-250k),to-do
DM,Creator,@lovingwitnesssomatics,,,@lovingwitnesssomatics,,https://www.instagram.com/lovingwitnesssomatics/,Instagram · Somatic anxiety therapy · (verify),to-do
DM,Creator,@theuntamedself,,,@theuntamedself,,https://www.instagram.com/theuntamedself/,Instagram · Shadow work / inner child · (verify),to-do
DM,Creator,Elizabeth Earnshaw,,,@lizlistens,,https://www.instagram.com/lizlistens/,Instagram · Boundaries / couples therapy · (verify),to-do
DM,Creator,Meghan,,,@thrive_withmeg,,https://www.instagram.com/thrive_withmeg/,Instagram · Self-compassion / grief / boundaries · (verify),to-do
DM,Creator,Anne Power,,,@and_attachment,,https://www.instagram.com/and_attachment/,Instagram · Attachment / couples therapy · Niche (<50k),to-do
DM,Creator,Steph,,,@steph_the_attachment_therapist,,https://www.instagram.com/steph_the_attachment_therapist/,Instagram · Attachment healing · Niche (<50k),to-do
DM,Creator,Dean Blankfield,,,@deanblankfield,,https://www.instagram.com/deanblankfield/,Instagram · Attachment / relationships · Mid (50-250k),to-do
DM,Creator,Hannah Dorsher,,,@healing_with_hannah,,https://www.instagram.com/healing_with_hannah/,Instagram · Attachment therapy / moms · (verify),to-do
DM,Creator,Kasturi Mahanta,,,@heymisstherapist,,https://www.instagram.com/heymisstherapist/,Instagram · Relationship therapy · Mid (50-250k),to-do
DM,Creator,Jessica Da Silva,,,@thejessicadasilva,,https://www.instagram.com/thejessicadasilva/,Instagram · Attachment coaching · Mid (50-250k),to-do
DM,Creator,Shabana,,,@coaching.with.shabana,,https://www.instagram.com/coaching.with.shabana/,Instagram · Attachment styles coaching · (verify),to-do
DM,Creator,Lauren Auer,,,@yourtraumatherapist_,,https://www.instagram.com/yourtraumatherapist_/,Instagram · Trauma healing · (verify),to-do
DM,Creator,Sharon Peykar,,,@sitwithsharon,,https://www.instagram.com/sitwithsharon/,Instagram · Self-reflection / relationships · (verify),to-do
DM,Creator,Mariel Buque,,,@dr.marielbuque,,https://www.instagram.com/dr.marielbuque/,Instagram · Intergenerational trauma / healing · (verify),to-do
DM,Creator,Latinx Therapy,,,@latinxtherapy,,https://www.instagram.com/latinxtherapy/,Instagram · Latinx mental health · Mid (50-250k),to-do
DM,Creator,Therapy While Black,,,@therapywhileblack,,https://www.instagram.com/therapywhileblack/,Instagram · BIPOC mental health · (verify),to-do
DM,Creator,Genesis Espinoza,,,@healing_and_growth,,https://www.instagram.com/healing_and_growth/,Instagram · Latinx MFT / anxiety · (verify),to-do
